"","reference","decimalLatitude","decimalLongitude","eventDate","bud","flower","fruit","seed_disperse","veg_only","dataset","month","day","year","jdate","march_temperature","april_temperature","may_temperature","june_temperature","july_temperature","august_temperature","sept_temperature"
"79","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329612",40.21343,-74.195185,1910-07-05,NA,NA,NA,"Y",NA,"Online Herbarium",7,5,1910,186,6.7000002861023,11.9000005722046,15.3000001907349,19.6000003814697,24.1000003814697,21.3000011444092,19.7000007629395
"80","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326045",40.656344,-75.62233,1911-05-14,"Y","Y",NA,NA,NA,"Online Herbarium",5,14,1911,134,0.400000005960464,7.2000002861023,17.8000011444092,19.3999996185303,23.1000003814697,20.8999996185303,17.3999996185303
"81","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=19930994",40.753988,-73.360398,1911-07-20,NA,NA,"Y","Y",NA,"Online Herbarium",7,20,1911,201,1.70000004768372,7.30000019073486,16.8000011444092,19.3000011444092,23.7000007629395,21.6000003814697,18.3000011444092
"82","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=19930995",40.753988,-73.360398,1911-07-20,NA,NA,NA,"Y",NA,"Online Herbarium",7,20,1911,201,1.70000004768372,7.30000019073486,16.8000011444092,19.3000011444092,23.7000007629395,21.6000003814697,18.3000011444092
"83","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=19930996",40.753988,-73.360398,1911-07-20,NA,NA,NA,"Y",NA,"Online Herbarium",7,20,1911,201,1.70000004768372,7.30000019073486,16.8000011444092,19.3000011444092,23.7000007629395,21.6000003814697,18.3000011444092
"84","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=19930993",40.753988,-73.360398,1911-07-20,NA,NA,NA,"Y",NA,"Online Herbarium",7,20,1911,201,1.70000004768372,7.30000019073486,16.8000011444092,19.3000011444092,23.7000007629395,21.6000003814697,18.3000011444092
"85","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326074",39.993964,-75.380532,1912-04-21,"Y","Y",NA,NA,NA,"Online Herbarium",4,21,1912,112,3.70000004768372,11.6000003814697,17.5,20.7000007629395,24,22.1000003814697,20.1000003814697
"86","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326032",40.89174,-75.229828,1912-05-12,"Y","Y",NA,NA,NA,"Online Herbarium",5,12,1912,133,0.800000011920929,8.90000057220459,15.8000001907349,18.8000011444092,22.3000011444092,19.3999996185303,17.7000007629395
"87","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968844",40.72451,-79.924223,1913-04-20,"Y","Y",NA,NA,NA,"Online Herbarium",4,20,1913,110,3.29999995231628,8.80000019073486,14.3000001907349,19.5,22,21.5,16.6000003814697
"88","https://neherbaria.org/portal/collections/individual/index.php?occid=702241",43.78113,-70.56845,1913-05-16,"Y","Y",NA,NA,NA,"Online Herbarium",5,16,1913,136,1.20000004768372,6.5,10.3000001907349,16.3000011444092,19.8999996185303,18.3999996185303,13.6999998092651
"89","https://neherbaria.org/portal/collections/individual/index.php?occid=702237",43.97063,-70.61441,1913-05-12,"Y","Y",NA,NA,NA,"Online Herbarium",5,12,1913,132,1.20000004768372,6.5,10.3000001907349,16.3000011444092,19.8999996185303,18.3999996185303,13.6999998092651
"90","13653",44.6882409928,-66.7851849971,1913-08-21,NA,NA,"Y","Y",NA,"ECSmith",8,21,1913,233,0.600000023841858,5.09999990463257,7,11.9000005722046,15.5,15,11.9000005722046
"91","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326048",40.696037,-75.626969,1913-07-19,NA,NA,NA,"Y",NA,"Online Herbarium",7,19,1913,200,4.59999990463257,9.60000038146973,14,19.3000011444092,21.7000007629395,20.3999996185303,16.1000003814697
"92","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329725",40.971058,-75.601022,1913-07-13,NA,NA,NA,"Y",NA,"Online Herbarium",7,13,1913,194,4.59999990463257,9.60000038146973,14,19.3000011444092,21.7000007629395,20.3999996185303,16.1000003814697
"93","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=16999973",40.971058,-75.601022,1913-07-13,NA,NA,NA,"Y",NA,"Online Herbarium",7,13,1913,194,4.59999990463257,9.60000038146973,14,19.3000011444092,21.7000007629395,20.3999996185303,16.1000003814697
