"","reference","decimalLatitude","decimalLongitude","eventDate","bud","flower","fruit","seed_disperse","veg_only","dataset","month","day","year","jdate"
"292","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12013632",40.888146,-78.072895,2001-06-28,"NA","NA","Y","Y","NA","Online Herbarium",6,28,2001,179
"293","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12012762",40.89127017,-78.06250534,2001-06-28,"NA","NA","Y","Y","NA","Online Herbarium",6,28,2001,179
"294","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326032",40.89174,-75.229828,1912-05-12,"Y","Y","NA","NA","NA","Online Herbarium",5,12,1912,133
"295","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326031",40.89798,-75.235365,1909-05-08,"Y","Y","NA","NA","NA","Online Herbarium",5,8,1909,128
"296","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757279",40.901537,-75.698532,1937-06-24,"NA","NA","Y","Y","NA","Online Herbarium",6,24,1937,175
"297","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757293",40.905678,-75.425791,1946-07-14,"NA","NA","NA","NA","Y","Online Herbarium",7,14,1946,195
"298","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009745",40.91223,-79.64545,1995-05-20,"Y","Y","NA","NA","NA","Online Herbarium",5,20,1995,140
"299","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968813",40.913464,-78.437702,1963-06-26,"NA","NA","Y","NA","NA","Online Herbarium",6,26,1963,177
"300","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858968",40.923089,-75.200253,1937-10-01,"NA","NA","NA","NA","Y","Online Herbarium",10,1,1937,274
"301","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968896",40.923089,-75.200253,1937-10-01,"NA","Y","NA","NA","NA","Online Herbarium",10,1,1937,274
"302","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326033",40.926989,-75.215362,1908-06-29,"NA","NA","Y","Y","NA","Online Herbarium",6,29,1908,181
"303","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757295",40.932269,-75.691576,1937-06-24,"NA","NA","Y","NA","NA","Online Herbarium",6,24,1937,175
"304","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968814",40.933042,-78.173067,1966-05-26,"NA","Y","NA","NA","NA","Online Herbarium",5,26,1966,146
"305","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326026",40.93524,-75.193579,1937-05-15,"Y","Y","NA","NA","NA","Online Herbarium",5,15,1937,135
"306","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757299",40.936484,-75.194624,1937-10-01,"NA","Y","NA","NA","NA","Online Herbarium",10,1,1937,274
"307","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757298",40.936484,-75.194624,1937-05-15,"Y","Y","NA","NA","NA","Online Herbarium",5,15,1937,135
"308","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326030",40.949254,-75.149943,1937-05-31,"NA","Y","Y","NA","NA","Online Herbarium",5,31,1937,151
"309","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329653",40.958417,-75.955458,1950-05-20,"Y","Y","NA","NA","NA","Online Herbarium",5,20,1950,140
"310","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968824",40.963718,-78.849847,1954-05-26,"NA","Y","NA","NA","NA","Online Herbarium",5,26,1954,146
"311","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326027",40.966698,-75.141199,1947-07-01,"NA","NA","Y","Y","NA","Online Herbarium",7,1,1947,182
"312","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858969",40.966765,-76.851656,1954-04-30,"Y","Y","NA","NA","NA","Online Herbarium",4,30,1954,120
"313","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329725",40.971058,-75.601022,1913-07-13,"NA","NA","NA","Y","NA","Online Herbarium",7,13,1913,194
"314","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=16999973",40.971058,-75.601022,1913-07-13,"NA","NA","NA","Y","NA","Online Herbarium",7,13,1913,194
"315","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968970",40.979395,-75.143204,1920-08-05,"NA","NA","NA","NA","Y","Online Herbarium",8,5,1920,218
"316","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968905",40.98412,-75.14638,1949-04-29,"Y","Y","NA","NA","NA","Online Herbarium",4,29,1949,119
"317","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968880",40.984599,-79.9493,1969-05-21,"Y","Y","NA","NA","NA","Online Herbarium",5,21,1969,141
"318","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968949",40.984599,-79.9493,1969-05-21,"Y","Y","NA","NA","NA","Online Herbarium",5,21,1969,141
"319","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968847",40.98836,-79.925789,1968-05-01,"Y","Y","NA","NA","NA","Online Herbarium",5,1,1968,122
"320","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329678",41.00378,-78.378671,1941-06-18,"NA","NA","NA","NA","Y","Online Herbarium",6,18,1941,169
"321","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=16999956",41.009676,-75.467408,1963-06-08,"NA","Y","Y","NA","NA","Online Herbarium",6,8,1963,159
"322","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326113",41.016598,-76.651485,1958-08-07,"NA","NA","NA","NA","Y","Online Herbarium",8,7,1958,219
"323","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329679",41.018391,-78.707219,1951-09-01,"NA","NA","NA","Y","NA","Online Herbarium",9,1,1951,244
"324","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010903",41.02055555555,-75.42611111111,1997-05-18,"Y","Y","NA","NA","NA","Online Herbarium",5,18,1997,138
"325","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010464",41.02083333333,-75.4275,1997-07-10,"NA","NA","Y","Y","NA","Online Herbarium",7,10,1997,191
"326","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14417047",41.024353,-87.56985,1939-06-25,"NA","NA","Y","Y","NA","Online Herbarium",6,25,1939,176
"327","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968816",41.036998,-78.085543,1966-05-26,"NA","Y","Y","NA","NA","Online Herbarium",5,26,1966,146
"328","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=31647367",41.03700299,-75.505661,2023-06-19,"NA","NA","Y","Y","NA","Online Herbarium",6,19,2023,170
"329","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010465",41.03777777777,-75.50222222222,1997-07-09,"NA","NA","Y","Y","NA","Online Herbarium",7,9,1997,190
"330","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010463",41.03777777777,-75.50222222222,1997-07-09,"NA","NA","Y","NA","NA","Online Herbarium",7,9,1997,190
"331","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010018",41.03833333333,-75.50527777777,1998-07-05,"NA","NA","NA","Y","NA","Online Herbarium",7,5,1998,186
"332","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010902",41.03833333333,-75.50527777777,1997-05-17,"Y","Y","NA","NA","NA","Online Herbarium",5,17,1997,137
"333","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757262",41.040144,-75.567071,1937-06-24,"NA","NA","Y","Y","NA","Online Herbarium",6,24,1937,175
"334","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010017",41.04027777777,-75.5025,1998-07-05,"NA","NA","Y","Y","NA","Online Herbarium",7,5,1998,186
"335","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12010462",41.047492,-75.508865,1997-05-17,"Y","Y","NA","NA","NA","Online Herbarium",5,17,1997,137
"336","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=16999959",41.047819,-75.486575,1959-07-06,"NA","NA","Y","Y","NA","Online Herbarium",7,6,1959,187
"337","https://midwestherbaria.org/portal/collections/individual/index.php?occid=30358477",41.050026,-74.253506,2002-05-07,"Y","Y","NA","NA","NA","Online Herbarium",5,7,2002,127
"338","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757261",41.050732,-75.581185,1937-06-24,"NA","NA","Y","Y","NA","Online Herbarium",6,24,1937,175
"339","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12013558",41.05416666666,-77.15388888888,2010-04-23,"Y","Y","NA","NA","NA","Online Herbarium",4,23,2010,113
"340","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=16999958",41.054625,-75.476383,1959-07-10,"NA","NA","Y","Y","NA","Online Herbarium",7,10,1959,191
"341","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757270",41.061829,-75.305739,1937-08-10,"NA","NA","NA","Y","NA","Online Herbarium",8,10,1937,222
"342","https://sernecportal.org/portal/collections/individual/index.php?occid=16578600",41.06299,-74.25148,2002-05-07,"Y","Y","NA","NA","NA","Online Herbarium",5,7,2002,127
"343","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757256",41.065924,-75.319906,1949-06-08,"NA","NA","Y","NA","NA","Online Herbarium",6,8,1949,159
"344","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329680",41.069279,-78.494878,1956-06-10,"NA","Y","NA","NA","NA","Online Herbarium",6,10,1956,162
"345","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009328",41.074844,-78.595294,1993-09-13,"NA","NA","NA","Y","NA","Online Herbarium",9,13,1993,256
"346","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=25888168",41.0752,-78.5777,2017-04-30,"Y","Y","NA","NA","NA","Online Herbarium",4,30,2017,120
"347","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968982",41.094913,-78.219083,1908-07-13,"NA","NA","Y","Y","NA","Online Herbarium",7,13,1908,195
"348","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968983",41.094913,-78.219083,1908-07-13,"NA","NA","Y","Y","NA","Online Herbarium",7,13,1908,195
"349","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968935",41.098969,-78.534268,1964-07-11,"NA","NA","NA","Y","NA","Online Herbarium",7,11,1964,193
"350","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329638",41.100439,-75.439516,1988-08-09,"NA","NA","NA","Y","NA","Online Herbarium",8,9,1988,222
"351","https://neherbaria.org/portal/collections/individual/index.php?occid=1523348",41.1005,-73.55422,2007-07-07,"NA","NA","Y","NA","NA","Online Herbarium",7,7,2007,188
"352","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329636",41.101529,-75.514241,1907-06-16,"NA","NA","NA","NA","Y","Online Herbarium",6,16,1907,167
"353","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329661",41.101529,-75.514241,1906-06-17,"NA","NA","Y","Y","NA","Online Herbarium",6,17,1906,168
"354","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968815",41.103086,-78.636725,1965-06-14,"NA","NA","Y","NA","NA","Online Herbarium",6,14,1965,165
"355","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=28559972",41.1046666667,-75.4443583333,2020-07-20,"NA","NA","NA","Y","NA","Online Herbarium",7,20,2020,202
"356","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=27228161",41.104675,-75.4443444444,2020-07-20,"NA","NA","NA","Y","NA","Online Herbarium",7,20,2020,202
"357","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=26153313",41.105183,-75.424358,2015-06-24,"NA","NA","Y","Y","NA","Online Herbarium",6,24,2015,175
"358","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=32316669",41.1068,-75.4424,2019-05-09,"Y","Y","NA","NA","NA","Online Herbarium",5,9,2019,129
"359","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329654",41.111423,-75.717701,1958-07-09,"NA","NA","Y","Y","NA","Online Herbarium",7,9,1958,190
"360","https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=31785296",41.125812,-81.098338,2019-06-04,"NA","NA","Y","NA","NA","Online Herbarium",6,4,2019,155
"361","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968964",41.137702,-79.202262,1953-05-28,"NA","Y","Y","NA","NA","Online Herbarium",5,28,1953,148
"362","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968958",41.147713,-77.926634,1956-07-31,"NA","NA","NA","Y","NA","Online Herbarium",7,31,1956,213
"363","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858922",41.149481,-77.903392,1952-05-29,"NA","Y","Y","NA","NA","Online Herbarium",5,29,1952,150
"364","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858935",41.152398,-78.213427,1957-06-13,"NA","NA","Y","Y","NA","Online Herbarium",6,13,1957,164
"365","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329715",41.15398,-75.28046,1924-06-14,"NA","NA","NA","NA","Y","Online Herbarium",6,14,1924,166
"366","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12527118",41.15398,-75.28046,1938-05-26,"NA","Y","NA","NA","NA","Online Herbarium",5,26,1938,146
"367","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326023",41.15398,-75.28046,1906-06-20,"NA","NA","Y","Y","NA","Online Herbarium",6,20,1906,171
"368","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12527115",41.15398,-75.28046,1938-05-28,"Y","Y","NA","NA","NA","Online Herbarium",5,28,1938,148
"369","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12527105",41.155197,-74.5237329999999,1961-06-23,"NA","NA","NA","NA","Y","Online Herbarium",6,23,1961,174
"370","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757289",41.160164,-75.711864,1994-08-09,"NA","NA","NA","Y","NA","Online Herbarium",8,9,1994,221
"371","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757274",41.17465,-75.870613,1937-06-25,"NA","NA","Y","Y","NA","Online Herbarium",6,25,1937,176
"372","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329648",41.17465,-75.870613,1937-06-25,"NA","NA","Y","Y","NA","Online Herbarium",6,25,1937,176
"373","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757292",41.17465,-75.870613,1937-06-25,"NA","NA","Y","Y","NA","Online Herbarium",6,25,1937,176
"374","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757273",41.17465,-75.870613,1937-06-25,"NA","NA","Y","Y","NA","Online Herbarium",6,25,1937,176
"375","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329717",41.177032,-75.417962,1924-06-02,"Y","Y","NA","NA","NA","Online Herbarium",6,2,1924,154
"376","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968876",41.177193,-78.005006,1971-05-10,"Y","NA","NA","NA","NA","Online Herbarium",5,10,1971,130
"377","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329652",41.181257,-75.973577,1945-08-17,"NA","NA","Y","Y","NA","Online Herbarium",8,17,1945,229
"378","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757288",41.181305,-76.999134,1940-08-13,"NA","NA","NA","Y","NA","Online Herbarium",8,13,1940,226
"379","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968971",41.1828,-75.41365,1920-08-12,"NA","NA","NA","Y","NA","Online Herbarium",8,12,1920,225
"380","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=25888171",41.1829,-75.8708,2017-04-28,"Y","Y","NA","NA","NA","Online Herbarium",4,28,2017,118
"381","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757286",41.183996,-75.870887,1936-06-23,"NA","NA","Y","Y","NA","Online Herbarium",6,23,1936,175
"382","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968878",41.197705,-77.771932,1970-07-23,"NA","NA","Y","Y","NA","Online Herbarium",7,23,1970,204
"383","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968965",41.199505,-78.92294,1953-08-11,"NA","NA","NA","Y","NA","Online Herbarium",8,11,1953,223
"384","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968909",41.209174,-76.924793,1908-07-16,"NA","NA","NA","Y","NA","Online Herbarium",7,16,1908,198
"385","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968910",41.215886,-76.931213,1908-07-16,"NA","NA","Y","Y","NA","Online Herbarium",7,16,1908,198
"386","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968918",41.215886,-76.931213,1908-07-16,"NA","NA","Y","Y","NA","Online Herbarium",7,16,1908,198
"387","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757294",41.216275,-74.838683,1933-07-04,"NA","NA","NA","Y","NA","Online Herbarium",7,4,1933,185
"388","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968962",41.223911,-77.887264,1956-07-31,"NA","NA","NA","Y","NA","Online Herbarium",7,31,1956,213
"389","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968821",41.22504,-79.053748,1953-05-27,"NA","NA","Y","NA","NA","Online Herbarium",5,27,1953,147
"390","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968898",41.233862,-75.416185,1925-06-22,"NA","NA","Y","Y","NA","Online Herbarium",6,22,1925,173
"391","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968925",41.238457,-77.931422,1952-08-02,"NA","NA","NA","NA","Y","Online Herbarium",8,2,1952,215
"392","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968894",41.238577,-76.996908,1919-05-23,"NA","Y","Y","NA","NA","Online Herbarium",5,23,1919,143
"393","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968875",41.246991,-78.156474,1974-05-23,"Y","Y","NA","NA","NA","Online Herbarium",5,23,1974,143
"394","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968985",41.247492,-80.267033,1950-09-16,"NA","NA","NA","Y","NA","Online Herbarium",9,16,1950,259
"395","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009754",41.25453,-79.3497,1994-05-13,"NA","Y","NA","NA","NA","Online Herbarium",5,13,1994,133
"396","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757258",41.25685,-75.238236,1948-08-16,"NA","NA","Y","Y","NA","Online Herbarium",8,16,1948,229
"397","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968959",41.257287,-78.416317,1955-06-04,"NA","NA","Y","NA","NA","Online Herbarium",6,4,1955,155
"398","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329707",41.267551,-75.34506,1921-06-17,"NA","NA","NA","Y","NA","Online Herbarium",6,17,1921,168
"399","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329746",41.2676,-74.728681,1937-07-11,"NA","NA","NA","Y","NA","Online Herbarium",7,11,1937,192
"400","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329745",41.276344,-74.738769,1936-05-17,"NA","NA","NA","NA","Y","Online Herbarium",5,17,1936,138
"401","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858928",41.285539,-79.552115,1952-07-04,"NA","NA","Y","Y","NA","Online Herbarium",7,4,1952,186
"402","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329689",41.28584,-79.549929,1952-07-04,"NA","NA","NA","Y","NA","Online Herbarium",7,4,1952,186
"403","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858943",41.286439,-78.438707,1940-06-02,"NA","NA","Y","NA","NA","Online Herbarium",6,2,1940,154
"404","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968812",41.289551,-79.647549,1970-08-07,"NA","NA","Y","NA","NA","Online Herbarium",8,7,1970,219
"405","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968877",41.292414,-80.095174,1971-05-20,"Y","NA","NA","NA","NA","Online Herbarium",5,20,1971,140
"406","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968921",41.292414,-80.095174,1971-05-20,"Y","Y","NA","NA","NA","Online Herbarium",5,20,1971,140
"407","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968886",41.294276,-79.478102,1955-05-19,"NA","Y","Y","NA","NA","Online Herbarium",5,19,1955,139
"408","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968823",41.295553,-79.085826,1948-05-12,"Y","Y","NA","NA","NA","Online Herbarium",5,12,1948,133
"409","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968923",41.29816,-80.10783,1969-07-17,"NA","NA","Y","Y","NA","Online Herbarium",7,17,1969,198
"410","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=28904775",41.3215361111,-78.9624777778,2021-05-24,"NA","Y","NA","NA","NA","Online Herbarium",5,24,2021,144
"411","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968856",41.325238,-77.491115,1908-07-14,"NA","NA","NA","Y","NA","Online Herbarium",7,14,1908,196
"412","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14417292",41.325651,-74.674244,1909-07-04,"NA","NA","Y","NA","NA","Online Herbarium",7,4,1909,185
"413","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968822",41.331394,-79.038108,1949-05-12,"Y","Y","NA","NA","NA","Online Herbarium",5,12,1949,132
"414","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009760",41.3326,-79.15027,1993-05-07,"Y","Y","NA","NA","NA","Online Herbarium",5,7,1993,127
"415","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329657",41.333068,-75.12825,1950-06-05,"Y","Y","NA","NA","NA","Online Herbarium",6,5,1950,156
"416","http://collections.peabody.yale.edu/search/Record/YU.058769",41.3347,-72.7006,1904-07-01,"NA","NA","Y","Y","NA","Online Herbarium",7,1,1904,183
"417","https://midwestherbaria.org/portal/collections/individual/index.php?occid=32003693",41.3368,-86.4557,2019-06-29,"NA","NA","NA","NA","Y","Online Herbarium",6,29,2019,180
"418","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=21236290",41.339,-79.1859,2018-07-06,"NA","NA","Y","NA","NA","Online Herbarium",7,6,2018,187
"419","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968927",41.34037,-77.637456,1908-07-14,"NA","NA","Y","Y","NA","Online Herbarium",7,14,1908,196
"420","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968855",41.34037,-77.637456,1908-07-14,"NA","NA","NA","Y","NA","Online Herbarium",7,14,1908,196
"421","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968984",41.345153,-80.109236,1923-08-30,"NA","NA","NA","Y","NA","Online Herbarium",8,30,1923,242
"422","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858983",41.349068,-79.953116,1958-06-16,"NA","NA","Y","NA","NA","Online Herbarium",6,16,1958,167
"423","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968912",41.353303,-76.323513,1902-06-27,"NA","NA","Y","NA","NA","Online Herbarium",6,27,1902,178
"424","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009753",41.354229,-79.059994,1994-05-12,"Y","Y","NA","NA","NA","Online Herbarium",5,12,1994,132
"425","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009749",41.354229,-79.059994,1994-05-12,"Y","Y","NA","NA","NA","Online Herbarium",5,12,1994,132
"426","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009750",41.354229,-79.059994,1994-05-12,"Y","Y","NA","NA","NA","Online Herbarium",5,12,1994,132
"427","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12009642",41.355347,-78.262889,1997-06-18,"Y","Y","Y","NA","NA","Online Herbarium",6,18,1997,169
"428","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326111",41.356412,-76.318614,1903-05-14,"Y","Y","NA","NA","NA","Online Herbarium",5,14,1903,134
"429","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968942",41.356412,-76.318614,1902-06-20,"NA","NA","NA","Y","NA","Online Herbarium",6,20,1902,171
"430","https://neherbaria.org/portal/collections/individual/index.php?occid=702422",41.35785,-72.02754,1928-06-24,"NA","NA","Y","NA","NA","Online Herbarium",6,24,1928,176
"431","https://neherbaria.org/portal/collections/individual/index.php?occid=699950",41.35785,-72.02754,1928-05-16,"NA","Y","NA","NA","NA","Online Herbarium",5,16,1928,137
"432","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=25888170",41.3594,-75.8747,2017-04-29,"Y","Y","NA","NA","NA","Online Herbarium",4,29,2017,119
"433","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968920",41.363627,-78.834198,1971-09-22,"NA","NA","NA","NA","Y","Online Herbarium",9,22,1971,265
"434","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326109",41.36417,-76.656442,1944-08-04,"NA","NA","NA","Y","NA","Online Herbarium",8,4,1944,217
"435","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329650",41.36754,-76.04094,1903-05-13,"Y","Y","NA","NA","NA","Online Herbarium",5,13,1903,133
"436","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329714",41.36754,-76.04094,1903-05-13,"Y","Y","NA","NA","NA","Online Herbarium",5,13,1903,133
"437","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12011648",41.37667,-78.97333,2003-05-09,"Y","Y","NA","NA","NA","Online Herbarium",5,9,2003,129
"438","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757285",41.379988,-75.662412,1936-06-20,"NA","NA","Y","Y","NA","Online Herbarium",6,20,1936,172
"439","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=15980930",41.388834,-74.03492,1967-06-20,"NA","NA","Y","NA","NA","Online Herbarium",6,20,1967,171
"440","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=31532725",41.3979694444,-76.1210555556,2023-05-24,"NA","NA","Y","NA","NA","Online Herbarium",5,24,2023,144
"441","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757259",41.399925,-75.699751,1936-05-02,"Y","Y","NA","NA","NA","Online Herbarium",5,2,1936,123
"442","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968818",41.400321,-79.010557,1952-08-19,"NA","NA","NA","NA","Y","Online Herbarium",8,19,1952,232
"443","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968926",41.404187,-77.644151,1908-07-14,"NA","NA","Y","Y","NA","Online Herbarium",7,14,1908,196
"444","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11976274",41.406879,-74.020901,1967-06-20,"NA","NA","Y","NA","NA","Online Herbarium",6,20,1967,171
"445","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757272",41.408943,-75.739693,1937-08-14,"NA","NA","NA","Y","NA","Online Herbarium",8,14,1937,226
"446","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757278",41.408943,-75.739693,1936-05-03,"Y","Y","NA","NA","NA","Online Herbarium",5,3,1936,124
"447","https://neherbaria.org/portal/collections/individual/index.php?occid=2135804",41.410704,-71.603987,2017-05-17,"Y","Y","NA","NA","NA","Online Herbarium",5,17,2017,137
"448","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4897601",41.411667,-71.556111,2005-08-04,"NA","NA","Y","Y","NA","Online Herbarium",8,4,2005,216
"449","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968820",41.413094,-78.728639,1947-05-31,"Y","Y","NA","NA","NA","Online Herbarium",5,31,1947,151
