"","reference","eventDate","bud","flower","fruit","seed_disperse","veg_only","dataset","month","day","year","jdate","march_temperature","april_temperature","may_temperature","june_temperature","july_temperature","august_temperature","sept_temperature","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NA_L2KEY","NA_L1KEY","Shape_Leng","Shape_Area","decimalLongitude","decimalLatitude","date"
"185","https://neherbaria.org/portal/collections/individual/index.php?occid=2100865","1933-07-20",NA,NA,NA,"Y",NA,"Online Herbarium",7,20,1933,201,-3.5,4.40000009536743,12,17.1000003814697,18.8999996185303,17.8999996185303,14,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-70.88834,44.26437,1900-07-20
"186","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326058","1934-05-04","Y","Y",NA,NA,NA,"Online Herbarium",5,4,1934,124,2,9.80000019073486,17.1000003814697,23.1000003814697,24.8000011444092,20.8999996185303,19.3000011444092,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.911916,40.320857,1900-05-04
"187","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11976272","1934-06-25","Y","Y",NA,NA,NA,"Online Herbarium",6,25,1934,176,-5,4.2000002861023,11.6000003814697,16.7000007629395,18.5,15.1000003814697,14.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",774506.875292,24651854882.6,-73.923783,44.112733,1900-06-25
"188","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329748","1934-08-18",NA,NA,"Y","Y",NA,"Online Herbarium",8,18,1934,230,-5,4.2000002861023,11.6000003814697,16.7000007629395,18.5,15.1000003814697,14.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",774506.875292,24651854882.6,-73.705172,44.154218,1900-08-18
"189","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329763","1934-08-16",NA,NA,"Y","Y",NA,"Online Herbarium",8,16,1934,228,-5,4.2000002861023,11.6000003814697,16.7000007629395,18.5,15.1000003814697,14.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",774506.875292,24651854882.6,-73.642892,44.187147,1900-08-16
"190","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757281","1935-05-18","Y","Y",NA,NA,NA,"Online Herbarium",5,18,1935,138,6.90000009536743,8.80000019073486,14,20.2000007629395,24.2000007629395,22.3000011444092,16.8000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-77.365415,39.974374,1900-05-18
"191","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329552","1935-05-05","Y","Y",NA,NA,NA,"Online Herbarium",5,5,1935,125,6.09999990463257,9.30000019073486,14.3000001907349,20.3000011444092,24.3000011444092,22.6000003814697,17.3999996185303,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-74.434612,40.178297,1900-05-05
"192","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326054","1935-05-04","Y",NA,NA,NA,NA,"Online Herbarium",5,4,1935,124,5.80000019073486,9,14.1000003814697,20.7000007629395,24.8000011444092,22.6000003814697,17.2000007629395,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.828664,40.240901,1900-05-04
"193","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757300","1935-05-04","Y","Y",NA,NA,NA,"Online Herbarium",5,4,1935,124,5.80000019073486,9,14.1000003814697,20.7000007629395,24.8000011444092,22.6000003814697,17.2000007629395,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.823465,40.245254,1900-05-04
"194","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326092","1935-05-04","Y",NA,NA,NA,NA,"Online Herbarium",5,4,1935,124,5.7000002861023,8.90000057220459,14,20.5,24.8000011444092,22.5,17,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-76.205276,40.291854,1900-05-04
"195","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12527085","1935-05-16","Y","Y",NA,NA,NA,"Online Herbarium",5,16,1935,136,6.09999990463257,9.30000019073486,14.3000001907349,20.3000011444092,24.3000011444092,22.6000003814697,17.3999996185303,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-74.398483,40.391774,1900-05-16
"196","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968843","1935-05-25","Y","Y",NA,NA,NA,"Online Herbarium",5,25,1935,145,6.2000002861023,7.2000002861023,12.3000001907349,18.5,23.7000007629395,21.5,16.6000003814697,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-79.714539,40.70771,1900-05-25
"197","13025","1935-06-17","Y","Y","Y",NA,NA,"ECSmith",6,17,1935,168,-6.09999990463257,0.699999988079071,6.40000009536743,13.5,18.2000007629395,18.3000011444092,11.4000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1116323.53198,10621484451.2,-61.34521,46.06928,1900-06-17
"198","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329622","1935-05-19",NA,"Y",NA,NA,NA,"Online Herbarium",5,19,1935,139,8.19999980926514,9.60000038146973,15,21.6000003814697,25,23.6000003814697,18.8000011444092,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-75.265532,39.459839,1900-05-19
"199","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329624","1936-04-19","Y","Y",NA,NA,NA,"Online Herbarium",4,19,1936,110,8.30000019073486,9.60000038146973,17.8999996185303,21.3999996185303,24.5,24.6000003814697,20.3999996185303,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-75.046239,39.531164,1900-04-19
"200","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968940","1936-05-03","Y","Y",NA,NA,NA,"Online Herbarium",5,3,1936,124,8.30000019073486,9.60000038146973,17.8999996185303,21.3999996185303,24.5,24.6000003814697,20.3999996185303,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.375599,39.995319,1900-05-03
"201","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326051","1936-05-02","Y","Y",NA,NA,NA,"Online Herbarium",5,2,1936,123,6.5,8.5,17.5,20.8999996185303,23.8999996185303,23.5,19.3000011444092,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-75.799641,40.408705,1900-05-02
"202","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757259","1936-05-02","Y","Y",NA,NA,NA,"Online Herbarium",5,2,1936,123,4.09999990463257,6.40000009536743,15.4000005722046,18.6000003814697,21.2000007629395,21,17,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.699751,41.399925,1900-05-02
"203","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757278","1936-05-03","Y","Y",NA,NA,NA,"Online Herbarium",5,3,1936,124,4.09999990463257,6.40000009536743,15.4000005722046,18.6000003814697,21.2000007629395,21,17,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.739693,41.408943,1900-05-03
"204","https://neherbaria.org/portal/collections/individual/index.php?occid=702312","1936-05-23","Y","Y",NA,NA,NA,"Online Herbarium",5,23,1936,144,2.60000014305115,4.30000019073486,13.3000001907349,17.3999996185303,19.1000003814697,18.7000007629395,14.5,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.15063,43.73563,1900-05-23
"205","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12527061","1936-05-10",NA,"Y",NA,NA,NA,"Online Herbarium",5,10,1936,131,7.30000019073486,8.5,17.1000003814697,21.1000003814697,23.7000007629395,24.3000011444092,20.1000003814697,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-74.521819,39.661507,1900-05-10
"206","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757265","1936-05-03",NA,"Y",NA,NA,NA,"Online Herbarium",5,3,1936,124,8.30000019073486,9.60000038146973,17.8999996185303,21.3999996185303,24.5,24.6000003814697,20.3999996185303,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.374813,39.995094,1900-05-03
"207","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757267","1936-08-15",NA,NA,"Y","Y",NA,"Online Herbarium",8,15,1936,228,4.90000009536743,6.5,15.6999998092651,18.6000003814697,21.3000011444092,21.3999996185303,17.8999996185303,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-79.1657,39.752829,1900-08-15
"208","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326035","1936-06-07",NA,NA,"Y",NA,NA,"Online Herbarium",6,7,1936,159,4.90000009536743,7.2000002861023,16.3000011444092,19.3999996185303,22.5,21.8999996185303,18,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.534352,40.80565,1900-06-07
"209","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757286","1936-06-23",NA,NA,"Y","Y",NA,"Online Herbarium",6,23,1936,175,4.09999990463257,6.40000009536743,15.4000005722046,18.6000003814697,21.2000007629395,21,17,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.870887,41.183996,1900-06-23
"210","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757285","1936-06-20",NA,NA,"Y","Y",NA,"Online Herbarium",6,20,1936,172,4.09999990463257,6.40000009536743,15.4000005722046,18.6000003814697,21.2000007629395,21,17,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.662412,41.379988,1900-06-20
"211","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329655","1936-06-24",NA,NA,"Y","Y",NA,"Online Herbarium",6,24,1936,176,4.09999990463257,6.7000002861023,15.1999998092651,18.2000007629395,21.1000003814697,20.5,16.5,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.041623,41.470868,1900-06-24
"212","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757260","1936-06-24",NA,NA,"Y","Y",NA,"Online Herbarium",6,24,1936,176,4.09999990463257,6.7000002861023,15.1999998092651,18.2000007629395,21.1000003814697,20.5,16.5,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.041623,41.470868,1900-06-24
"213","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968837","1936-08-15",NA,NA,NA,"Y",NA,"Online Herbarium",8,15,1936,228,4.80000019073486,7,16.1000003814697,19.2000007629395,21.8999996185303,21.8000011444092,17.8000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-78.840045,40.075753,1900-08-15
"214","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326101","1937-05-21","Y","Y",NA,NA,NA,"Online Herbarium",5,21,1937,141,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.858669,40.699009,1900-05-21
"215","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757264","1937-05-21","Y","Y",NA,NA,NA,"Online Herbarium",5,21,1937,141,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.861587,40.699466,1900-05-21
"216","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858926","1937-05-18","Y","Y",NA,NA,NA,"Online Herbarium",5,18,1937,138,-0.200000002980232,7.5,15.4000005722046,20.1000003814697,21.8000011444092,22.3000011444092,15.4000005722046,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-77.76267,40.72955,1900-05-18
"217","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757297","1937-05-08","Y","Y",NA,NA,NA,"Online Herbarium",5,8,1937,128,-0.400000005960464,7.40000009536743,15,19.6000003814697,21.3999996185303,21.8000011444092,15.1999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-76.242029,40.815039,1900-05-08
"218","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326026","1937-05-15","Y","Y",NA,NA,NA,"Online Herbarium",5,15,1937,135,0.600000023841858,8.19999980926514,16,20.7000007629395,22.8000011444092,23,16.3000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.193579,40.93524,1900-05-15
"219","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757298","1937-05-15","Y","Y",NA,NA,NA,"Online Herbarium",5,15,1937,135,0.600000023841858,8.19999980926514,16,20.7000007629395,22.8000011444092,23,16.3000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.194624,40.936484,1900-05-15
"220","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326098","1937-05-15",NA,"Y",NA,NA,NA,"Online Herbarium",5,15,1937,135,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.994878,40.85565,1900-05-15
"221","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326030","1937-05-31",NA,"Y","Y",NA,NA,"Online Herbarium",5,31,1937,151,0.600000023841858,8.19999980926514,16,20.7000007629395,22.8000011444092,23,16.3000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.149943,40.949254,1900-05-31
"222","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326055","1937-07-08",NA,NA,"Y","Y",NA,"Online Herbarium",7,8,1937,189,1.80000007152557,9.10000038146973,16.7000007629395,21.7000007629395,23.3999996185303,23.8000011444092,17.1000003814697,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.855572,40.231137,1900-07-08
"223","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757279","1937-06-24",NA,NA,"Y","Y",NA,"Online Herbarium",6,24,1937,175,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.698532,40.901537,1900-06-24
"224","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757295","1937-06-24",NA,NA,"Y",NA,NA,"Online Herbarium",6,24,1937,175,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.691576,40.932269,1900-06-24
"225","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757262","1937-06-24",NA,NA,"Y","Y",NA,"Online Herbarium",6,24,1937,175,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.567071,41.040144,1900-06-24
"226","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757261","1937-06-24",NA,NA,"Y","Y",NA,"Online Herbarium",6,24,1937,175,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.581185,41.050732,1900-06-24
"227","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757274","1937-06-25",NA,NA,"Y","Y",NA,"Online Herbarium",6,25,1937,176,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.870613,41.17465,1900-06-25
"228","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329648","1937-06-25",NA,NA,"Y","Y",NA,"Online Herbarium",6,25,1937,176,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.870613,41.17465,1900-06-25
"229","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757292","1937-06-25",NA,NA,"Y","Y",NA,"Online Herbarium",6,25,1937,176,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.870613,41.17465,1900-06-25
"230","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757273","1937-06-25",NA,NA,"Y","Y",NA,"Online Herbarium",6,25,1937,176,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.870613,41.17465,1900-06-25
"231","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757263","1937-06-23",NA,NA,NA,"Y",NA,"Online Herbarium",6,23,1937,174,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.537067,40.807652,1900-06-23
"232","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757296","1937-06-23",NA,NA,NA,"Y",NA,"Online Herbarium",6,23,1937,174,0.100000001490116,7.80000019073486,15.5,20.3000011444092,22,22.3000011444092,15.6999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.537067,40.807652,1900-06-23
"233","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757270","1937-08-10",NA,NA,NA,"Y",NA,"Online Herbarium",8,10,1937,222,-0.900000035762787,7.09999990463257,15,18.8999996185303,21,21.3000011444092,14.8000001907349,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.305739,41.061829,1900-08-10
"234","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329746","1937-07-11",NA,NA,NA,"Y",NA,"Online Herbarium",7,11,1937,192,-0.699999988079071,7.5,15.4000005722046,19.6000003814697,21.8000011444092,22.3000011444092,15.1999998092651,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-74.728681,41.2676,1900-07-11
"235","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757272","1937-08-14",NA,NA,NA,"Y",NA,"Online Herbarium",8,14,1937,226,-1.5,7.09999990463257,14.8000001907349,19,21.2000007629395,22,15,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.739693,41.408943,1900-08-14
"236","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757283","1938-05-08","Y","Y",NA,NA,NA,"Online Herbarium",5,8,1938,128,4.90000009536743,10.1999998092651,14.1999998092651,18.8000011444092,22.2000007629395,22.3000011444092,15.8000001907349,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-78.922672,40.082911,1900-05-08
"237","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12757269","1938-05-08","Y","Y",NA,NA,NA,"Online Herbarium",5,8,1938,128,6.09999990463257,11.1999998092651,15.3000001907349,20.8000011444092,23.8000011444092,24.2000007629395,17,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,-75.6187,40.14481,1900-05-08
"238","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329545","1938-05-22","Y","Y",NA,NA,NA,"Online Herbarium",5,22,1938,142,6.2000002861023,11.4000005722046,14.9000005722046,20.3999996185303,23.6000003814697,24.3000011444092,17.8000011444092,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-74.337444,40.158139,1900-05-22
"239","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12527115","1938-05-28","Y","Y",NA,NA,NA,"Online Herbarium",5,28,1938,148,3,9.10000038146973,13.1000003814697,18.1000003814697,21.2000007629395,21.3999996185303,14.6999998092651,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.28046,41.15398,1900-05-28
"240","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329551","1938-05-08",NA,"Y",NA,NA,NA,"Online Herbarium",5,8,1938,128,6.2000002861023,11.4000005722046,14.9000005722046,20.3999996185303,23.6000003814697,24.3000011444092,17.8000011444092,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",5475122.67071,26026341919.2,-74.486357,40.122711,1900-05-08
